sexo,nombre,apellidos,partido,tipo_de_eleccion,entidad,distrito,circunscripcion,telefono,extension,correo_electronico,twitter,comisiones,bio,suplente_nombre,suplente_apellido
F,Socorro de la Luz,Quintana León,Partido Revolucionario Institucional,Mayoría Relativa,Michoacán,9,,,,,,,,,
F,Esther ,Quintana Salinas,Partido Acción Nacional,Mayoría relativa,Coahuila,7,,,,,@estherquintanas ,,,,
F,Lourdes Eulalia,Quiñones Canales,Partido Revolucionario Institucional,Representación proporcional,Durango,,1,,,,@lourdesquinones,,,,
F,Karen,Quiroga Anguiano,Partido de la Revolución Democrática,Mayoría Relativa,Distrito Federal,18,,,,,,,,,
M,Oscar Eduardo ,Ramírez Aguilar,Partido Verde Ecologista de México,Mayoría relativa,Chiapas,8,,,,,,,,Ofelia,Limón Robles
F,María Concepción,Ramírez Diez Gutiérrez,Partido Acción Nacional,Representación proporcional,San Luis Potosí,,2,,,,@conchitadiez,,,Aydmé Adriana,Ortiz Rodríguez
M,Luis Miguel,Ramírez Romero,Partido Acción Nacional,Representación proporcional,Morelos,,4,,,,,,,Susana,Muñoz García
M,José,Rangel Espinosa,Partido Revolucionario Institucional,Mayoría relativa,México,3,,,,,,,,Yadira Asucena,Salas Aguilar
M,Alejandro ,Rangel Segovia,Partido Revolucionario Institucional,Mayoría Relativa,Guanajuato,9,,,,,@conalexrangel,,,,
M,José Enrique,Reina Lizárraga,Partido Acción Nacional,Mayoría Relativa,Sonora,1,,,,,@EnriqueRL,,,,
F,Tania,Rellstab Carreto,Partido Revolucionario Institucional,Mayoría relativa,México,35,,,,,,,,Elsa Yolanda,Borrego Cedillo
F,Patricia Elena,Retamoza Vega,Partido Revolucionario Institucional,Representación proporcional,Jalisco,,1,,,,@pattyretamoza,,,Fernando,Galván Martínez
F,Carla Guadalupe,Reyes Montiel,Partido de la Revolución Democrática,Representación proporcional,México,,5,,,,,,,,
M,Roberto Carlos,Reyez Gámiz,Partido de la Revolución Democrática,Mayoría Relativa,Distrito Federal,13,,,,,,,,José Dolores,González Ortiz
F,Rocío Esmeralda,Reza Gallegos,Partido Acción Nacional,Representación proporcional,Chihuahua,,1,,,,@Rocio_Reza,,,,Martha Gómez del Campo Braham
F,Alicia Concepción,Ricalde Magaña,Partido Acción Nacional,Representación proporcional,Quintana Roo,,3,,,,@AliciaRicaldeOf,,,Rosalinda,Camacho Esquivel
F,Sonia,Rincón Chanona ,Nueva Alianza,Representación proporcional,Chiapas,,3,,,,,,,,
M,Alfredo,Rivadeneyra Hernández,Partido Acción Nacional,Representación proporcional,México,,5,,,,@arivadeneyrah,,,,
M,Erick Marte,Rivera Villanueva,Partido Acción Nacional,Representación proporcional,Hidalgo,,5,,,,,,,,
M,Ernesto Alfonso,Robledo Leal,Partido Acción Nacional,Mayoría relativa,Nuevo León,8,,,,,@Alfonso_Robledo,,,,
M,Héctor Hugo,Roblero Gordillo ,Partido del Trabajo,Representación proporcional,Chiapas,,3,,,,,,,,
F,Mayra Karina ,Robles Aguirre,Partido Revolucionario Institucional,Mayoría Relativa,Baja California,8,,,,,,,,,
M,Juan Manuel,Rocha Piedad,Partido Revolucionario Institucional,Mayoría relativa,Nayarit,1,,,,,,,,,
M,Fernando ,Rodríguez Doval,Partido Acción Nacional,Representación proporcional,Distrito Federal,,4,,,,@ferdoval,,,,
M,Francisco Tomás,Rodríguez Montero,Partido de la Revolución Democrática,Mayoría relativa,Morelos,3,,,,,,,,,
M,Diego Sinhué,Rodríguez Vallejo,Partido Acción Nacional,Mayoría Relativa,Guanajuato,5,,,,,@diegosinhue,,,,
M,José Antonio,Rojo García de Alba,Partido Revolucionario Institucional,Mayoría relativa,Hidalgo,5,,,,,@Joseantoniorojo,,,,
M,Jesús Tolentino,Román Bojórquez,Partido Revolucionario Institucional,Mayoría relativa,México,25,,,,,,,,,
F,Rosa Elia,Romero Guzmán,Partido del Trabajo,Mayoría relativa,Oaxaca,6,,,,,,,,,
F,María Fernanda,Romero Lozano ,Partido de la Revolución Democrática,Representación proporcional,Tabasco,,3,,,,,,,,
F,Leonor,Romero Sevilla,Partido Acción Nacional,Representación proporcional,Tlaxcala,,4,,,,@LeonorAzul,,,,
M,Salvador,Romero Valencia,Partido Revolucionario Institucional,Mayoría relativa,Michoacán,4,,,,,,,,,
F,Bárbara Gabriela,Romo Fonseca,Partido Verde Ecologista de México,Mayoría Relativa,Zacatecas,4,,,,,@barbararomo,,,,
F,Lizbeth Eugenia,Rosas Montero,Partido de la Revolución Democrática,Mayoría Relativa,Distrito Federal,1,,,,,,,,,
M,Jorge,Rosiñol Abreu,Partido Acción Nacional,Representación proporcional,Campeche,,3,,,,,,,,
M,Blas Ramón,Rubio Lara,Partido Revolucionario Institucional,Mayoría relativa,Sinaloa,4,,,,,,,,,
M,Genaro,Ruiz Arriaga,Partido Revolucionario Institucional,Mayoría relativa,Veracruz,3,,,,,@GenaroRuizA,,,,
M,Roberto,Ruiz Moronatti,Partido Revolucionario Institucional,Mayoría relativa,México,6,,,,,,,,,
F,Cristina,Ruiz Sandoval,Partido Revolucionario Institucional,Mayoría relativa,México,21,,,,,@CristinaRuiz_S,,,,
F,Verónica,Sada Pérez,Partido Acción Nacional,Representación proporcional,Nuevo León,,2,,,,,,,,
M,Mauricio,Sahui Rivero,Partido Revolucionario Institucional,Mayoría relativa,Yucatán,3,,,,,,,,,
F,Jessica,Salazar Trejo,Partido de la Revolución Democrática,Mayoría relativa,México,17,,,,,@jessica91398273,,,,
F,Graciela,Saldaña Fraire,Partido de la Revolución Democrática,Mayoría relativa,Quintana Roo,3,,,,,@GracielaSaldana ,,,,
F,Margarita,Saldaña Hernández,Partido Acción Nacional,Representación proporcional,Distrito Federal,,4,,,,@MargaretSaldana,,,,
M,Fernando,Salgado Delgado,Partido Revolucionario Institucional,Representación proporcional,México,,5,,,,@CentroInforCTM,,,,
M,Jorge,Salgado Parra,Partido de la Revolución Democrática,Mayoría relativa,Guerrero,7,,,,,@jorgesalgado10,,,,
M,Abel Octavio,Salgado Peña,Partido Revolucionario Institucional,Mayoría relativa,Jalisco,6,,,,,@SalgadoAbel,,,,
M,José Arturo,Salinas Garza,Partido Acción Nacional,Representación proporcional,Nuevo León,,2,,,,@jarturosalinas,,,,
M,Glafiro,Salinas Mendiola,Partido Acción Nacional,Mayoría relativa,Tamaulipas,1,,,,,,,,,
M,Javier,Salinas Narváez ,Partido de la Revolución Democrática,Representación proporcional,México,,5,,,,,,,,
F,Josefina,Salinas Pérez ,Partido de la Revolución Democrática,Representación proporcional,México,,5,,,,,,,,
M,José Miguel,Sámano Peralta,Partido Verde Ecologista de México,Mayoría relativa,México,1,,,,,,,,,
M,Ramón Antonio,Sampayo Ortiz,Partido Acción Nacional,Representación proporcional,Tamaulipas,,2,,,,,,,,
M,Juan Ignacio,Samperio Montaño,Movimiento Ciudadano,Representación proporcional,México,,5,,,,,,,,
M,Alejandro,Sánchez Camacho,Partido de la Revolución Democrática,Mayoría Relativa,Distrito Federal,21,,,,,,,,,
M,Leopoldo,Sánchez Cruz,Partido Revolucionario Institucional,Mayoría relativa,Veracruz,2,,,,,,,,,
M,Carlos,Sánchez Romero,Partido Revolucionario Institucional,Mayoría relativa,Puebla,5,,,,,,,,,
M,Mario,Sánchez Ruiz,Partido Acción Nacional,Representación proporcional,Sonora,,1,,,,@mariosanchez_m,,,,
F,María Guadalupe,Sánchez Santiago,Partido Revolucionario Institucional,Mayoría Relativa,Tlaxcala,1,,,,,,,,,
M,Guillermo,Sánchez Torres ,Partido de la Revolución Democrática,Representación proporcional,Distrito Federal,,4,,,,,,,,
M,Antonio,Sansores Sastre,Partido de la Revolución Democrática,Mayoría relativa,Tabasco,6,,,,,@AntonioSansores,,,,
F,María Fernanda ,Schroeder Verdugo,Partido Revolucionario Institucional,Mayoría Relativa,Baja California,2,,,,,@FernandaSchVer,,Cirujana Dentista,,
M,Víctor,Serralde Martínez,Partido Acción Nacional,Mayoría relativa,Veracruz,13,,,,,@VSerralde13,,,,
M,Rosendo,Serrano Toledo ,Partido de la Revolución Democrática,Representación proporcional,Oaxaca,,3,,,,@RosendoSerranoT,,,,
M,William Renán,Sosa Altamira,Partido Revolucionario Institucional,Mayoría Relativa,Yucatán,1,,,,,,,,,
F,Martha Leticia,Sosa Govea,Partido Acción Nacional,Representación proporcional,Colima,,5,,,,,,,,
M,José,Soto Martínez,Movimiento Ciudadano,Mayoría relativa,Oaxaca,1,,,,,@JOSESOMA,,,,
M,Jorge Francisco,Sotomayor Chávez,Partido Acción Nacional,Mayoría Relativa,Distrito Federal,15,,,,,@Jorge_Sotomayor,,,,
F,Dora María Guadalupe,Talamante Lemas ,Nueva Alianza,Representación proporcional,Sonora,,1,,,,,,,,
F,Margarita Elena,Tapia Fonllem ,Partido de la Revolución Democrática,Representación proporcional,Distrito Federal,,4,,,,,,,,
F,María Rebeca,Terán Guevara,Partido Revolucionario Institucional,Mayoría relativa,San Luis Potosí,7,,,,,,,,,
M,Jorge,Terán Juárez,Partido Revolucionario Institucional,Mayoría relativa,San Luis Potosí,4,,,,,,,,,
M,Marcelo de Jesús,Torres Cofiño,Partido Acción Nacional,Mayoría relativa,Coahuila,6,,,,,@marcelotorresc,,,,
M,Sergio,Torres Félix,Partido Revolucionario Institucional,Mayoría relativa,Sinaloa,7,,,,,@SergioTorres7mo,,,,
F,Araceli,Torres Flores ,Partido del Trabajo,Representación proporcional,Veracruz,,3,,,,,,,,
M,Tomás,Torres Mercado,Partido Verde Ecologista de México,Representación proporcional,Zacatecas,,2,,,,,,,,
F,Crystal ,Tovar Aragón,Partido de la Revolución Democrática,Representación proporcional,Chihuahua,,1,,,,,,"Lic. en Mercadotecnia, maestría en Población, desarrollo y Políticas Públicas. ",,
M,José Isabel ,Trejo Reyes,Partido Acción Nacional,Representación proporcional,Zacatecas,,2,,,,,,,,
M,Javier,Treviño Cantú,Partido Revolucionario Institucional,Representación proporcional,Nuevo León,,2,,,,@javier_trevino,,,,
M,Pedro Pablo,Treviño Villarreal,Partido Revolucionario Institucional,Mayoría relativa,Nuevo León,12,,,,,,,,,
F,Aurora Denisse,Ugalde Alegría,Partido Revolucionario Institucional,Mayoría relativa,México,19,,,,,@denisse_ugalde,,,,
F,María Celia,Urciel Castañeda,Partido Acción Nacional,Representación proporcional,Nayarit,,1,,,,,,,,
M,Juan Carlos ,Uribe Padilla,Partido Acción Nacional,Representación proporcional,México,,5,,,,,,,,
M,Simón,Valanci Buzali,Partido Revolucionario Institucional,Representación proporcional,Chiapas,,3,,,,,,,,
M,Jesús Antonio,Valdés Palazuelos,Partido Revolucionario Institucional,Mayoría relativa,Sinaloa,5,,,,,@chuyvaldesp,,,,
F,Aída Fabiola,Valencia Ramírez,Movimiento Ciudadano,Mayoría relativa,Oaxaca,10,,,,,@aidavalencialox,,,,
F,Cynthia Noemí ,Valladares Couoh,Partido Acción Nacional,Representación proporcional,Yucatán,,3,,,,,,,,
M,José Luis,Valle Magaña,Movimiento Ciudadano,Representación proporcional,Jalisco,,1,,,,,,,,
F,Lorenia Iveth,Valles Sampedro,Partido de la Revolución Democrática,Representación proporcional,sonora,,1,,,,,,,,
F,Elizabeth ,Vargas Martín del Campo,Partido Acción Nacional,Mayoría Relativa,Guanajuato,3,,,,,,,,,
F,Nelly del Carmen,Vargas Pérez ,Movimiento Ciudadano,Representación proporcional,Tabasco,,3,,,,@Nelly_Vargas,,,,
F,Laura Guadalupe,Vargas Vargas,Partido Revolucionario Institucional,Mayoría relativa,Puebla,1,,,,,@gpe_vargas1,,,,
M,Martín de Jesús,Vásquez Villanueva,Partido Revolucionario Institucional,Representación proporcional,Oaxaca,,3,,,,,,,,
M,Ponciano,Vázquez Parissi,Partido Revolucionario Institucional,Mayoría relativa,Veracruz,21,,,,,@PoncianoVP,,,,
F,Regina,Vázquez Saut,Partido Revolucionario Institucional,Mayoría relativa,Veracruz,20,,,,,@Regina_Vazquez,,,,
M,José Humberto,Vega Vázquez,Partido del Trabajo,Mayoría Relativa,Tlaxcala,2,,,,,,,,,
M,Marco Alonso,Vela Reyes,Partido Revolucionario Institucional,Mayoría relativa,Yucatán,5,,,,,@MarcoVelaR,,,,
M,Víctor Hugo,Velasco Orozco,Partido Revolucionario Institucional,Mayoría relativa,Hidalgo,3,,,,,@VictorVelascoO,,,,
F,María Guadalupe,Velázquez Díaz,Partido Revolucionario Institucional,Mayoría Relativa,Guanajuato,7,,,,,,,,,
F,Diana Karina,Velázquez Ramírez,Partido Revolucionario Institucional,Mayoría relativa,Chihuahua,9,,,,,@DianaKarinaVR,,,,
F,Maricela,Velázquez Sánchez,Partido Revolucionario Institucional,Representación proporcional,Morelos,,4,,,,@MaricelaMVS,,,,
M,Amilcar Augusto,Villafuerte Trujillo,Partido Verde Ecologista de México,Mayoría Relativa,Chiapas,3,,,,,,,,,
M,Jorge Iván,Villalobos Seañez,Partido Acción Nacional,Representación proporcional,Sinaloa,,1,,,,,,,,
M,Gerardo,Villanueva Albarrán,Partido de la Revolución Democrática,Mayoría Relativa,Distrito Federal,24,,,,,,,,,
M,Luis Alberto,Villareal García,Partido Acción Nacional,Representación proporcional,Guanajuato,,2,,,,,,,,
M,Ricardo ,Villarreal García,Partido Acción Nacional,Mayoría Relativa,Guanajuato,2,,,,,@VillarrealRic,,,,
F,Blanca María,Villaseñor Gudiño,Partido Revolucionario Institucional,Representación proporcional,Michoacán,,5,,,,,,,,
F,María de la Paloma,Villaseñor Vargas,Partido Revolucionario Institucional,Representación proporcional,Distrito Federal,,4,,,,,,,María del Carmen,Pérez Jiménez
F,Martha Edith,Vital Vera,Partido Verde Ecologista de México,Representación proporcional,Chiapas,,3,,,,,,,,
F,Alma Marina,Vitela Rodríguez,Partido Revolucionario Institucional,Mayoría relativa,Durango,2,,,,,@Marina_Vitela,,,,
F,Beatríz Eugenia,Yamamoto Cázares,Partido Acción Nacional,Representación proporcional,Coahuila,,2,,,,@BettyYamamoto,,,,
F,Elizabeth Oswelia,Yáñez Robles,Partido Acción Nacional,Representación proporcional,Guanajuato,,2,,,,,,,,
M,Darío,Zacarías Capuchino,Partido Revolucionario Institucional,Mayoría relativa,México,5,,,,,@DARIODIPUTADO,,,,
M,Alfredo,Zamora García  ,Partido Acción Nacional,Representación proporcional,Baja California Sur,,1,,,,,,,,
M,Fernando,Zamora Morales,Partido Revolucionario Institucional,Mayoría relativa,México,26,,,,,@Fernando_Zamora,,,,
M,Fernando,Zárate Salgado,Partido de la Revolución Democrática,Mayoría Relativa ,Distrito Federal,17,,,,,@FernandoZarateS,,,,
F,María Beatriz,Zavala Peniche,Partido Acción Nacional,Representación proporcional,Yucatán,,3,,,,,,,,
F,Ruth ,Zavaleta Salgado,Partido Verde Ecologista de México,Representación proporcional,Distrito Federal,,4,,,,,,,,
M,Francisco Alberto ,Zepeda González,Partido Revolucionario Institucional,Mayoría relativa,Colima,2,,,,,@PicoZepeda,,,,
M,Damián,Zepeda Vidales,Partido Acción Nacional,Mayoría relativa,Sonora,5,,,,,@damianzepeda,,,,
